Date,Ticker,Open,High,Low,Close_Price,Volume,RSI,MACD,Signal_Line,MACD_Hist,SMA_50,SMA_200,Vol_Pattern
02-06-2025,TCS.NS,3334.75,3344.42,3304.4,3334.56,1877585,45.09,2.83,10.2,-7.3721,3348.9,3810.69,Drying Up
03-06-2025,TCS.NS,3330.89,3357.47,3286.91,3291.45,2848125,40.57,-4.06,7.35,-11.4034,3347.11,3807.13,Drying Up
04-06-2025,TCS.NS,3304.91,3310.56,3286.38,3297.01,2544807,41.39,-8.96,4.09,-13.0447,3345.45,3803.75,Drying Up
05-06-2025,TCS.NS,3324.41,3324.41,3280.24,3287.45,3584683,40.36,-13.46,0.58,-14.0367,3342.32,3800.32,Drying Up
06-06-2025,TCS.NS,3287.45,3306.76,3275.36,3300.23,2070390,42.42,-15.81,-2.7,-13.1126,3339.15,3796.48,Drying Up
09-06-2025,TCS.NS,3315.63,3348.79,3306.76,3336.99,1718678,47.97,-14.55,-5.07,-9.4752,3335.73,3792.26,Drying Up
10-06-2025,TCS.NS,3354.64,3399.31,3338.26,3376.97,2419874,53.26,-10.2,-6.1,-4.1008,3332.56,3787.89,Drying Up
11-06-2025,TCS.NS,3383.9,3402.43,3363.52,3385.75,2847013,54.35,-5.97,-6.07,0.0985,3329.99,3783.41,Drying Up
12-06-2025,TCS.NS,3385.75,3388.48,3338.26,3348.99,4060134,49.16,-5.53,-5.96,0.4344,3326.39,3778.6,Drying Up
13-06-2025,TCS.NS,3309.0,3364.88,3309.0,3360.2,2178493,50.7,-4.22,-5.61,1.3923,3323.88,3774.09,Drying Up
16-06-2025,TCS.NS,3354.64,3421.93,3341.18,3409.55,1934088,56.92,0.79,-4.33,5.1199,3323.42,3770.01,Drying Up
17-06-2025,TCS.NS,3422.91,3432.66,3401.55,3428.07,2111940,59.01,6.18,-2.23,8.4098,3323.47,3765.83,Drying Up
18-06-2025,TCS.NS,3431.78,3450.21,3357.67,3365.76,2696327,50.19,5.36,-0.71,6.0746,3325.0,3761.37,Drying Up
19-06-2025,TCS.NS,3364.39,3365.37,3328.31,3339.04,2672768,46.95,2.53,-0.06,2.5938,3328.0,3756.73,Drying Up
20-06-2025,TCS.NS,3340.01,3360.79,3326.26,3350.45,2351248,48.48,1.19,0.19,1.0049,3331.71,3752.13,Drying Up
23-06-2025,TCS.NS,3330.26,3340.01,3286.38,3309.39,3123421,43.61,-3.15,-0.48,-2.6654,3334.24,3747.12,Expanding
24-06-2025,TCS.NS,3349.38,3356.69,3298.08,3306.27,3403048,43.25,-6.76,-1.74,-5.021,3337.6,3742.25,Expanding
25-06-2025,TCS.NS,3322.75,3364.39,3315.63,3359.32,1757699,50.63,-5.28,-2.44,-2.8328,3342.32,3737.68,Expanding
26-06-2025,TCS.NS,3359.32,3365.76,3330.56,3356.4,2879106,50.24,-4.29,-2.81,-1.4773,3346.65,3733.26,Expanding
27-06-2025,TCS.NS,3369.27,3380.39,3345.87,3355.72,1778433,50.14,-3.52,-2.95,-0.5681,3350.48,3728.85,Expanding
30-06-2025,TCS.NS,3354.54,3378.92,3344.89,3376.1,1468351,53.04,-1.26,-2.62,1.3592,3354.23,3724.63,Expanding
01-07-2025,TCS.NS,3369.27,3398.53,3328.8,3344.6,2375183,48.36,-1.98,-2.49,0.5096,3356.9,3720.29,Expanding
02-07-2025,TCS.NS,3400.67,3403.3,3335.14,3338.36,3090585,47.47,-3.02,-2.59,-0.4253,3359.6,3715.64,Expanding
03-07-2025,TCS.NS,3344.89,3350.06,3313.29,3316.42,2531870,44.36,-5.55,-3.19,-2.3656,3359.95,3711.01,Expanding
04-07-2025,TCS.NS,3323.44,3341.96,3305.98,3334.94,1109320,47.49,-5.99,-3.75,-2.2462,3360.89,3706.3,Expanding
07-07-2025,TCS.NS,3333.48,3341.09,3323.83,3327.04,1639174,46.29,-6.9,-4.38,-2.5235,3360.77,3701.53,Expanding
08-07-2025,TCS.NS,3320.51,3340.01,3309.2,3321.68,2325242,45.46,-7.96,-5.09,-2.8675,3360.63,3696.77,Expanding
09-07-2025,TCS.NS,3325.39,3329.29,3283.45,3299.84,2034938,42.12,-10.45,-6.16,-4.2803,3359.5,3691.94,Expanding
10-07-2025,TCS.NS,3296.13,3314.66,3272.73,3298.08,3035012,41.86,-12.41,-7.41,-4.9973,3358.7,3687.85,Expanding
11-07-2025,TCS.NS,3218.02,3252.25,3180.18,3184.96,7635550,29.11,-22.83,-10.5,-12.3363,3356.07,3683.44,Expanding
14-07-2025,TCS.NS,3184.96,3190.81,3120.6,3142.73,3924009,25.94,-34.11,-15.22,-18.8886,3352.14,3678.87,Expanding
15-07-2025,TCS.NS,3126.45,3178.52,3126.45,3171.6,2590889,31.44,-40.25,-20.23,-20.0244,3348.69,3674.52,Expanding
16-07-2025,TCS.NS,3157.61,3175.12,3151.34,3163.58,2540733,30.76,-45.24,-25.23,-20.0142,3345.36,3670.11,Expanding
17-07-2025,TCS.NS,3154.77,3172.28,3135.2,3140.19,2947640,28.79,-50.51,-30.29,-20.2211,3341.49,3665.58,Expanding
18-07-2025,TCS.NS,3155.65,3159.37,3118.47,3121.3,3432645,27.27,-55.56,-35.34,-20.2198,3337.41,3660.86,Expanding
21-07-2025,TCS.NS,3121.4,3128.84,3084.22,3090.29,3844346,24.95,-61.36,-40.54,-20.8164,3329.22,3655.92,Expanding
22-07-2025,TCS.NS,3091.66,3111.72,3086.76,3091.66,3198036,25.25,-65.1,-45.45,-19.642,3323.11,3651.17,Expanding
23-07-2025,TCS.NS,3091.66,3113.57,3089.7,3110.74,1922875,29.52,-65.76,-49.52,-16.2442,3316.72,3646.42,Expanding
24-07-2025,TCS.NS,3097.04,3105.45,3072.48,3080.31,2934778,26.88,-67.96,-53.2,-14.7536,3309.12,3641.79,Expanding
25-07-2025,TCS.NS,3072.48,3089.01,3058.39,3068.37,2568917,25.91,-69.86,-56.53,-13.3227,3301.64,3637.0,Expanding
28-07-2025,TCS.NS,3043.12,3050.95,3003.89,3013.08,3374473,21.93,-74.96,-60.22,-14.7401,3293.87,3631.83,Expanding
29-07-2025,TCS.NS,2994.2,3007.9,2975.8,2990.28,4785312,20.53,-79.92,-64.16,-15.7618,3286.05,3626.65,Expanding
30-07-2025,TCS.NS,2994.2,3003.0,2981.67,2987.94,2880121,20.39,-83.09,-67.95,-15.1409,3277.65,3621.46,Expanding
31-07-2025,TCS.NS,2976.29,2994.0,2950.17,2971.5,2968371,19.36,-85.93,-71.54,-14.3876,3269.86,3616.3,Expanding
01-08-2025,TCS.NS,2964.75,2971.5,2935.49,2938.42,2053847,17.46,-89.82,-75.2,-14.6197,3260.69,3611.35,Expanding
04-08-2025,TCS.NS,2944.39,3013.18,2927.27,3008.29,2519252,32.54,-86.27,-77.41,-8.8546,3252.47,3606.81,Expanding
05-08-2025,TCS.NS,3008.29,3011.32,2976.59,2998.01,1927996,31.63,-83.32,-78.59,-4.7269,3244.79,3602.31,Expanding
06-08-2025,TCS.NS,2997.13,3000.85,2960.93,2967.09,1487081,28.99,-82.53,-79.38,-3.1487,3236.52,3597.76,Expanding
07-08-2025,TCS.NS,2951.14,2985.98,2946.15,2981.48,2543076,31.84,-79.82,-79.47,-0.3528,3228.52,3593.21,Expanding
08-08-2025,TCS.NS,2982.55,2994.0,2959.95,2971.11,2762140,30.88,-77.62,-79.1,1.4806,3220.99,3588.5,Expanding
11-08-2025,TCS.NS,2971.11,2984.32,2956.33,2975.41,1884215,31.8,-74.66,-78.21,3.5481,3213.81,3584.02,Expanding
12-08-2025,TCS.NS,2975.61,3029.82,2961.81,2970.13,3358232,31.25,-71.92,-76.95,5.0337,3207.38,3579.81,Expanding
13-08-2025,TCS.NS,2970.81,2978.93,2963.47,2970.91,2148166,31.44,-68.89,-75.34,6.4526,3200.86,3575.37,Expanding
14-08-2025,TCS.NS,2968.76,2990.19,2954.18,2957.31,3342174,29.89,-66.81,-73.63,6.8225,3194.26,3570.95,Expanding
18-08-2025,TCS.NS,2980.99,2983.43,2938.82,2946.45,2945609,28.68,-65.29,-71.97,6.6749,3187.18,3566.42,Expanding
19-08-2025,TCS.NS,2946.45,2959.95,2946.35,2951.34,2650784,30.06,-62.96,-70.16,7.2007,3179.47,3561.77,Drying Up
20-08-2025,TCS.NS,2946.15,3036.66,2946.15,3031.97,4952358,47.88,-53.99,-66.93,12.938,3172.57,3557.59,Expanding
21-08-2025,TCS.NS,3062.69,3062.69,3016.8,3035.88,3230726,48.56,-46.04,-62.75,16.7158,3165.57,3553.38,Expanding
22-08-2025,TCS.NS,3019.64,3029.13,2984.41,2988.33,1593791,41.44,-43.07,-58.82,15.7447,3158.36,3549.49,Expanding
25-08-2025,TCS.NS,3020.91,3084.22,3010.93,3073.07,3448370,54.3,-33.5,-53.75,20.2546,3152.61,3545.95,Expanding
26-08-2025,TCS.NS,3061.71,3094.0,3052.91,3089.31,5522097,56.29,-24.32,-47.87,23.5461,3146.21,3542.58,Expanding
28-08-2025,TCS.NS,3077.37,3078.84,3020.13,3027.17,3116051,47.75,-21.81,-42.65,20.846,3138.19,3538.87,Expanding
29-08-2025,TCS.NS,3026.49,3048.02,3011.03,3018.37,2271789,46.67,-20.29,-38.18,17.8877,3131.24,3534.32,Drying Up
01-09-2025,TCS.NS,3023.55,3063.77,3023.55,3045.67,1246862,50.42,-16.7,-33.89,17.1861,3125.38,3529.85,Drying Up
02-09-2025,TCS.NS,3053.98,3087.16,3036.37,3044.59,2185229,50.27,-13.78,-29.86,16.0856,3119.26,3525.39,Drying Up
03-09-2025,TCS.NS,3062.6,3074.34,3021.6,3030.89,1799774,48.3,-12.43,-26.38,13.9507,3113.69,3520.62,Drying Up
04-09-2025,TCS.NS,3048.99,3050.95,3024.34,3029.13,1481391,48.04,-11.36,-23.37,12.0093,3108.15,3515.84,Drying Up
05-09-2025,TCS.NS,3030.5,3036.66,2963.47,2982.75,2802055,41.67,-14.1,-21.52,7.4161,3100.62,3511.06,Drying Up
08-09-2025,TCS.NS,2984.41,2998.99,2951.14,2954.08,2626187,38.29,-18.38,-20.89,2.515,3092.57,3506.16,Drying Up
09-09-2025,TCS.NS,2966.9,2994.2,2965.63,2983.83,2489301,43.42,-19.14,-20.54,1.4,3085.13,3502.0,Drying Up
10-09-2025,TCS.NS,2990.68,3055.55,2987.74,3043.12,2079428,51.98,-14.79,-19.39,4.5992,3078.47,3498.05,Drying Up
11-09-2025,TCS.NS,3071.5,3071.5,3043.22,3057.02,2263446,53.75,-10.11,-17.53,7.4268,3072.72,3494.0,Drying Up
12-09-2025,TCS.NS,3076.39,3080.99,3053.89,3066.02,1447167,54.91,-5.6,-15.15,9.5441,3067.27,3489.19,Drying Up
15-09-2025,TCS.NS,3066.61,3066.61,3029.42,3044.98,1732539,51.65,-3.69,-12.86,9.1665,3061.84,3483.94,Drying Up
16-09-2025,TCS.NS,3060.74,3082.26,3042.24,3078.06,2573429,56.06,0.49,-10.19,10.6771,3056.71,3478.67,Drying Up
17-09-2025,TCS.NS,3084.22,3113.97,3074.83,3104.57,2418271,59.27,5.87,-6.98,12.8493,3052.26,3473.63,Drying Up
18-09-2025,TCS.NS,3116.51,3134.12,3093.42,3108.39,2633138,59.73,10.33,-3.51,13.8444,3047.99,3469.03,Drying Up
19-09-2025,TCS.NS,3101.83,3112.11,3076.39,3101.05,4901694,58.37,13.12,-0.19,13.3061,3044.02,3464.27,Drying Up
22-09-2025,TCS.NS,3028.45,3040.09,2999.09,3007.7,3634901,44.55,7.71,1.39,6.3155,3038.21,3459.01,Drying Up
23-09-2025,TCS.NS,3003.98,3014.45,2986.37,2996.55,3177741,43.24,2.49,1.61,0.8784,3034.44,3453.57,Drying Up
24-09-2025,TCS.NS,2984.41,2991.26,2967.78,2970.13,1625714,40.21,-3.73,0.54,-4.2763,3030.99,3447.76,Drying Up
25-09-2025,TCS.NS,2957.02,2964.45,2887.54,2893.8,4974361,33.01,-14.66,-2.5,-12.1587,3025.43,3441.04,Drying Up
26-09-2025,TCS.NS,2877.76,2891.26,2829.13,2836.76,3934636,28.85,-27.6,-7.52,-20.0796,3018.9,3434.13,Drying Up
29-09-2025,TCS.NS,2853.29,2866.31,2831.77,2833.82,3110035,28.65,-37.66,-13.55,-24.1104,3012.77,3427.17,Drying Up
30-09-2025,TCS.NS,2848.4,2852.61,2823.06,2826.29,2253458,28.11,-45.71,-19.98,-25.7303,3006.87,3420.27,Drying Up
01-10-2025,TCS.NS,2828.83,2861.91,2804.96,2851.53,1952902,32.68,-49.48,-25.88,-23.6036,3002.09,3413.51,Drying Up
03-10-2025,TCS.NS,2861.12,2861.12,2828.93,2839.5,2899519,31.64,-52.84,-31.27,-21.5654,2997.05,3406.57,Expanding
06-10-2025,TCS.NS,2839.6,2929.23,2833.33,2924.14,2112774,44.84,-48.11,-34.64,-13.4708,2993.32,3399.96,Drying Up
07-10-2025,TCS.NS,2930.6,2939.89,2891.95,2909.75,3062943,43.31,-45.0,-36.71,-8.2933,2989.91,3393.56,Expanding
08-10-2025,TCS.NS,2911.03,2977.56,2904.18,2962.1,4121889,50.0,-37.88,-36.95,-0.9378,2987.78,3387.82,Expanding
09-10-2025,TCS.NS,2968.76,3000.07,2955.06,2995.86,3211304,53.79,-29.18,-35.39,6.2128,2987.44,3382.17,Expanding
10-10-2025,TCS.NS,2984.41,3003.98,2942.24,2963.18,8817365,49.85,-24.64,-33.24,8.6059,2986.89,3376.71,Expanding
13-10-2025,TCS.NS,2961.91,2970.23,2933.73,2942.53,2866865,47.49,-22.44,-31.08,8.6402,2985.99,3371.64,Expanding
14-10-2025,TCS.NS,2956.04,2962.1,2891.95,2896.64,3611416,42.64,-24.13,-29.69,5.5635,2984.49,3366.38,Expanding
15-10-2025,TCS.NS,2917.95,2926.5,2898.31,2916.78,4282226,45.28,-23.57,-28.47,4.899,2984.06,3361.13,Expanding
16-10-2025,TCS.NS,2916.87,2921.88,2890.55,2917.66,3251495,45.4,-22.79,-27.33,4.5416,2982.24,3355.94,Expanding
17-10-2025,TCS.NS,2916.97,2935.44,2902.63,2909.31,4374683,44.42,-22.59,-26.38,3.7959,2980.47,3350.72,Expanding
20-10-2025,TCS.NS,2932.2,2969.03,2925.32,2961.37,3133039,51.45,-18.02,-24.71,6.692,2980.36,3345.79,Expanding
21-10-2025,TCS.NS,2976.98,2977.67,2942.51,2953.02,310644,50.35,-14.9,-22.75,7.8489,2979.79,3341.12,Expanding
23-10-2025,TCS.NS,3000.46,3042.69,2981.89,3018.33,5564758,57.93,-7.07,-19.61,12.538,2980.73,3336.7,Expanding
24-10-2025,TCS.NS,3025.01,3034.83,3003.7,3008.51,2684318,56.54,-1.65,-16.02,14.3718,2981.39,3331.92,Expanding
27-10-2025,TCS.NS,3011.75,3038.96,3005.56,3029.82,1946312,58.86,4.32,-11.95,16.274,2982.59,3327.62,Expanding
28-10-2025,TCS.NS,3021.08,3035.03,2985.92,3003.3,3470737,54.93,6.84,-8.19,15.0297,2983.23,3323.2,Expanding
29-10-2025,TCS.NS,3003.3,3021.08,2991.71,3003.01,2895420,54.88,8.7,-4.81,13.5179,2984.15,3319.1,Expanding
30-10-2025,TCS.NS,2994.66,3009.1,2978.65,2981.11,2241536,51.59,8.32,-2.19,10.5078,2984.84,3314.51,Expanding
31-10-2025,TCS.NS,2980.81,3012.63,2971.09,3003.4,1868085,54.58,9.71,0.19,9.513,2985.88,3310.36,Expanding
03-11-2025,TCS.NS,2992.5,3003.4,2956.26,2962.94,2194877,48.7,7.45,1.64,5.8067,2984.5,3304.93,Expanding
04-11-2025,TCS.NS,2965.69,2975.21,2922.87,2936.81,2670720,45.3,3.52,2.02,1.4971,2982.52,3299.25,Expanding
06-11-2025,TCS.NS,2936.71,2970.01,2936.62,2957.14,2542721,48.32,2.01,2.02,-0.0036,2981.9,3293.94,Expanding
07-11-2025,TCS.NS,2947.42,2950.37,2907.64,2938.38,1830520,45.81,-0.68,1.48,-2.1595,2979.2,3288.47,Expanding
10-11-2025,TCS.NS,2939.56,2993.48,2938.58,2971.19,1556656,50.64,-0.17,1.15,-1.3176,2976.84,3283.36,Expanding
11-11-2025,TCS.NS,2990.63,3001.14,2964.12,2992.6,2806868,53.55,1.94,1.31,0.6351,2976.15,3278.39,Drying Up
12-11-2025,TCS.NS,3005.37,3080.4,3002.52,3075.88,4460315,62.75,10.22,3.09,7.1289,2977.3,3274.06,Expanding
13-11-2025,TCS.NS,3075.88,3075.98,3046.62,3050.25,1740435,58.89,14.54,5.38,9.1613,2977.39,3269.81,Drying Up
14-11-2025,TCS.NS,3034.83,3057.52,3022.36,3050.54,2210794,58.92,17.79,7.86,9.9247,2977.51,3264.97,Drying Up
17-11-2025,TCS.NS,3050.54,3067.73,3031.49,3046.81,2232853,58.31,19.83,10.25,9.573,2977.83,3260.17,Drying Up
18-11-2025,TCS.NS,3046.62,3049.56,3023.04,3031.98,2548350,55.85,20.02,12.21,7.8109,2977.89,3255.27,Drying Up
19-11-2025,TCS.NS,3041.71,3098.67,3028.45,3091.5,3151053,62.66,24.69,14.7,9.984,2980.06,3251.08,Drying Up
20-11-2025,TCS.NS,3091.79,3108.0,3082.07,3088.65,2700767,62.17,27.84,17.33,10.5068,2982.75,3246.99,Drying Up
21-11-2025,TCS.NS,3088.65,3113.4,3079.22,3094.35,4177037,62.8,30.44,19.95,10.4893,2984.96,3242.65,Drying Up
24-11-2025,TCS.NS,3101.62,3122.14,3075.1,3085.12,6703764,61.02,31.4,22.24,9.1574,2985.8,3238.26,Drying Up
25-11-2025,TCS.NS,3089.14,3093.56,3059.38,3063.51,2737920,56.95,30.07,23.81,6.2608,2985.93,3233.7,Drying Up
26-11-2025,TCS.NS,3063.12,3121.26,3061.35,3106.43,2508527,62.32,32.1,25.47,6.6391,2986.74,3229.55,Drying Up
27-11-2025,TCS.NS,3123.22,3123.22,3069.21,3080.6,2836233,57.66,31.28,26.63,4.6476,2987.45,3225.29,Drying Up
28-11-2025,TCS.NS,3083.94,3091.11,3069.21,3081.48,1616690,57.78,30.34,27.37,2.9694,2987.52,3220.85,Drying Up
01-12-2025,TCS.NS,3081.87,3097.69,3066.46,3077.46,1747647,57.01,28.94,27.68,1.2553,2986.98,3216.46,Drying Up
02-12-2025,TCS.NS,3075.1,3087.87,3064.69,3079.71,2512003,57.35,27.69,27.69,0.0069,2986.41,3212.13,Drying Up
03-12-2025,TCS.NS,3083.94,3154.55,3082.96,3123.22,3952112,63.41,29.87,28.12,1.7484,2986.85,3208.27,Drying Up
04-12-2025,TCS.NS,3136.97,3191.97,3130.49,3171.54,5025905,68.72,35.09,29.52,5.5756,2990.13,3204.62,Drying Up
05-12-2025,TCS.NS,3172.33,3213.19,3164.87,3180.38,5244013,69.59,39.49,31.51,7.9771,2993.8,3201.36,Drying Up
08-12-2025,TCS.NS,3185.1,3201.7,3151.31,3178.71,2544725,69.19,42.35,33.68,8.6704,2997.97,3198.17,Expanding
09-12-2025,TCS.NS,3172.33,3175.96,3124.4,3151.02,2734893,62.88,41.9,35.32,6.5758,3003.12,3195.02,Expanding
10-12-2025,TCS.NS,3167.42,3167.42,3121.36,3132.26,1386849,58.95,39.57,36.17,3.3991,3009.03,3191.67,Drying Up
11-12-2025,TCS.NS,3147.78,3151.12,3096.8,3134.91,1914362,59.34,37.51,36.44,1.0692,3015.05,3188.47,Drying Up
12-12-2025,TCS.NS,3140.61,3165.46,3128.82,3163.0,1146554,63.28,37.71,36.69,1.0132,3021.78,3185.57,Drying Up
15-12-2025,TCS.NS,3153.77,3180.38,3140.21,3172.53,1562190,64.54,38.19,36.99,1.1985,3028.2,3183.14,Drying Up
16-12-2025,TCS.NS,3162.51,3162.51,3134.13,3147.88,1734623,58.92,36.17,36.83,-0.6587,3034.37,3180.62,Drying Up
17-12-2025,TCS.NS,3143.36,3179.11,3143.36,3160.35,1376350,60.78,35.17,36.5,-1.3279,3039.1,3178.12,Drying Up
18-12-2025,TCS.NS,3170.37,3229.1,3163.49,3222.22,2307422,68.42,38.92,36.98,1.9382,3045.35,3176.47,Drying Up
19-12-2025,TCS.NS,3240.1,3258.66,3220.26,3223.4,3902511,68.55,41.51,37.89,3.6218,3050.57,3175.04,Drying Up
22-12-2025,TCS.NS,3250.9,3269.17,3232.24,3265.54,2632816,72.72,46.42,39.59,6.8307,3055.97,3173.91,Drying Up
23-12-2025,TCS.NS,3260.63,3260.63,3234.7,3250.9,2365420,69.28,48.58,41.39,7.189,3061.72,3173.33,Drying Up
24-12-2025,TCS.NS,3245.11,3267.7,3237.25,3259.74,1367708,70.2,50.42,43.2,7.2235,3068.06,3172.75,Drying Up
26-12-2025,TCS.NS,3253.95,3260.72,3213.38,3221.44,1176664,61.61,48.23,44.2,4.0282,3074.56,3171.79,Drying Up
29-12-2025,TCS.NS,3221.44,3229.29,3185.0,3193.45,2079473,56.2,43.73,44.11,-0.3751,3080.09,3170.61,Drying Up
30-12-2025,TCS.NS,3191.97,3209.16,3181.66,3188.83,2807593,55.34,39.34,43.16,-3.812,3085.52,3169.15,Drying Up
31-12-2025,TCS.NS,3182.15,3188.04,3141.39,3148.96,3362634,48.42,32.28,40.98,-8.7046,3090.31,3167.44,Drying Up
01-01-2026,TCS.NS,3157.6,3176.36,3141.1,3169.78,1255735,51.81,28.03,38.39,-10.3597,3094.48,3165.94,Drying Up
02-01-2026,TCS.NS,3176.26,3196.2,3162.02,3192.66,1184324,55.28,26.21,35.95,-9.7436,3099.27,3164.62,Drying Up
05-01-2026,TCS.NS,3182.64,3189.03,3134.03,3158.68,2341703,49.57,21.78,33.12,-11.3431,3102.08,3163.47,Drying Up
06-01-2026,TCS.NS,3152.69,3204.94,3147.78,3197.67,2912325,55.28,21.16,30.73,-9.5647,3105.86,3162.49,Drying Up
07-01-2026,TCS.NS,3185.0,3241.67,3165.65,3236.76,1989442,60.16,23.56,29.29,-5.7341,3110.0,3161.77,Drying Up
08-01-2026,TCS.NS,3228.21,3228.21,3125.19,3146.7,4159336,47.35,17.99,27.03,-9.0473,3112.87,3160.6,Drying Up
09-01-2026,TCS.NS,3134.03,3172.04,3134.03,3150.53,1938673,47.86,13.72,24.37,-10.6516,3115.82,3159.13,Drying Up
12-01-2026,TCS.NS,3145.81,3193.94,3117.63,3181.76,2228342,51.93,12.71,22.04,-9.3278,3119.83,3157.75,Drying Up
13-01-2026,TCS.NS,3187.06,3221.44,3153.18,3209.65,5645341,55.29,14.0,20.43,-6.43,3123.96,3156.26,Drying Up
14-01-2026,TCS.NS,3201.79,3201.79,3126.17,3135.5,3539511,46.07,8.94,18.13,-9.1951,3127.41,3154.26,Drying Up
16-01-2026,TCS.NS,3219.4,3221.9,3171.0,3206.7,4293470,54.0,10.55,16.61,-6.0676,3132.8,3152.72,Drying Up
19-01-2026,TCS.NS,3188.0,3220.0,3152.1,3163.6,3387562,49.28,8.25,14.94,-6.6914,3136.93,3150.89,Expanding
20-01-2026,TCS.NS,3151.6,3160.0,3091.1,3102.3,4499273,43.45,1.47,12.25,-10.7798,3140.21,3148.98,Drying Up
21-01-2026,TCS.NS,3100.0,3138.5,3082.0,3122.6,2015150,45.74,-2.24,9.35,-11.5934,3143.24,3147.43,Drying Up
22-01-2026,TCS.NS,3150.0,3160.0,3122.3,3150.4,2269827,48.8,-2.91,6.9,-9.8067,3146.4,3146.05,Drying Up
23-01-2026,TCS.NS,3190.3,3194.5,3152.0,3162.5,2068857,50.11,-2.43,5.03,-7.4634,3148.13,3145.42,Expanding
27-01-2026,TCS.NS,3175.0,3175.0,3130.0,3158.0,4279874,49.6,-2.39,3.55,-5.9365,3150.28,3145.26,Expanding
28-01-2026,TCS.NS,3176.0,3205.2,3170.6,3200.1,2751234,54.29,1.03,3.04,-2.0139,3153.28,3145.44,Expanding
29-01-2026,TCS.NS,3200.1,3200.1,3125.6,3144.4,2457641,47.93,-0.75,2.29,-3.0321,3155.23,3145.25,Expanding
30-01-2026,TCS.NS,3141.0,3141.0,3092.0,3123.9,3022068,45.81,-3.77,1.08,-4.8404,3157.07,3145.18,Expanding
02-02-2026,TCS.NS,3198.0,3198.0,3134.0,3169.6,2636272,51.02,-2.44,0.37,-2.8134,3158.63,3145.41,Expanding
03-02-2026,TCS.NS,3350.0,3350.0,3186.3,3225.3,4366060,56.52,3.07,0.91,2.1558,3161.36,3145.83,Expanding
04-02-2026,TCS.NS,3120.0,3120.0,2986.0,2999.1,10852595,37.92,-10.7,-1.41,-9.2865,3159.46,3145.01,Expanding
05-02-2026,TCS.NS,2990.0,3029.7,2972.3,2991.5,3521545,37.47,-21.97,-5.52,-16.4436,3157.58,3144.02,Expanding
06-02-2026,TCS.NS,2976.6,2985.0,2916.0,2941.6,4687389,34.59,-34.52,-11.32,-23.2017,3155.14,3142.68,Expanding
09-02-2026,TCS.NS,2959.1,2977.0,2937.5,2948.2,2380318,35.3,-43.44,-17.75,-25.6969,3151.98,3141.4,Expanding
10-02-2026,TCS.NS,2949.8,3011.6,2943.5,2984.6,3547763,39.21,-47.03,-23.6,-23.429,3150.06,3139.83,Expanding
11-02-2026,TCS.NS,2980.0,2998.0,2904.2,2909.8,3363513,34.59,-55.28,-29.94,-25.3377,3146.63,3137.94,Expanding
12-02-2026,TCS.NS,2869.8,2880.0,2740.0,2750.1,10612156,27.21,-73.84,-38.72,-35.1245,3140.08,3135.02,Expanding
13-02-2026,TCS.NS,2585.0,2713.0,2585.0,2692.2,11168735,25.12,-92.17,-49.41,-42.7595,3132.33,3131.84,Expanding
16-02-2026,TCS.NS,2700.0,2719.8,2671.0,2706.6,2918730,26.63,-104.33,-60.39,-43.934,3124.0,3128.59,Expanding
17-02-2026,TCS.NS,2716.0,2760.0,2695.2,2717.4,4209118,27.8,-111.8,-70.67,-41.1272,3114.91,3125.49,Expanding
18-02-2026,TCS.NS,2730.0,2730.0,2657.3,2694.9,2950820,26.84,-118.18,-80.18,-38.0036,3105.2,3122.38,Expanding
19-02-2026,TCS.NS,2708.0,2748.7,2666.6,2677.9,3238849,26.1,-123.18,-88.78,-34.4076,3095.19,3119.07,Expanding
20-02-2026,TCS.NS,2667.0,2702.6,2647.5,2686.2,2293482,27.15,-125.04,-96.03,-29.0109,3085.89,3115.78,Expanding
23-02-2026,TCS.NS,2686.0,2704.0,2660.2,2676.3,4699596,26.67,-125.86,-102.0,-23.8638,3076.77,3112.51,Expanding
24-02-2026,TCS.NS,2641.0,2647.5,2561.3,2573.7,7798833,22.21,-133.25,-108.25,-25.0046,3065.55,3108.71,Expanding
25-02-2026,TCS.NS,2596.0,2654.2,2595.0,2629.3,3621285,29.12,-133.09,-113.22,-19.8737,3054.87,3105.23,Expanding
26-02-2026,TCS.NS,2650.0,2671.0,2635.0,2647.7,3464267,31.3,-129.98,-116.57,-13.4095,3044.38,3100.97,Expanding
27-02-2026,TCS.NS,2681.6,2688.6,2626.1,2637.4,5083717,30.73,-126.88,-118.63,-8.2496,3034.17,3097.17,Expanding
02-03-2026,TCS.NS,2592.0,2623.8,2580.3,2613.5,3374385,29.39,-124.91,-119.89,-5.0267,3023.23,3093.09,Expanding
04-03-2026,TCS.NS,2625.0,2635.0,2580.4,2587.8,3446434,27.99,-124.0,-120.71,-3.2902,3010.54,3088.73,Expanding
05-03-2026,TCS.NS,2600.0,2609.5,2546.4,2578.8,2960636,27.49,-122.59,-121.09,-1.5033,2997.65,3084.41,Expanding
06-03-2026,TCS.NS,2572.0,2619.2,2553.6,2557.6,3998643,26.31,-121.78,-121.22,-0.5534,2983.49,3080.19,Expanding
09-03-2026,TCS.NS,2530.0,2560.0,2505.0,2527.4,3653428,24.68,-122.16,-121.41,-0.7512,2969.02,3075.92,Expanding
10-03-2026,TCS.NS,2541.0,2545.2,2490.1,2513.1,4323710,23.92,-122.21,-121.57,-0.6415,2954.09,3071.45,Expanding
