Date,Ticker,Open,High,Low,Close_Price,Volume,RSI,MACD,Signal_Line,MACD_Hist,SMA_50,SMA_200,Vol_Pattern
04-11-2025,RELIANCE.NS,1483.9,1492.8,1470.1,1473.1,10007806,62.41,26.96,22.62,4.3367,1403.54,1359.45,Expanding
06-11-2025,RELIANCE.NS,1484.0,1501.6,1476.2,1496.1,16772678,67.52,27.44,23.59,3.8503,1405.28,1360.76,Expanding
07-11-2025,RELIANCE.NS,1494.6,1498.4,1475.9,1478.0,7821765,60.54,26.05,24.08,1.9734,1406.59,1361.92,Expanding
10-11-2025,RELIANCE.NS,1477.9,1501.0,1475.5,1489.3,7068438,63.11,25.57,24.38,1.1952,1408.68,1363.06,Expanding
11-11-2025,RELIANCE.NS,1497.0,1498.8,1480.2,1493.4,7127506,64.02,25.23,24.55,0.6842,1410.83,1364.04,Expanding
12-11-2025,RELIANCE.NS,1505.0,1524.7,1500.0,1511.5,12384459,67.81,26.12,24.86,1.2594,1413.91,1365.09,Expanding
13-11-2025,RELIANCE.NS,1515.0,1522.1,1506.8,1510.9,7196443,67.56,26.47,25.19,1.2889,1417.05,1366.31,Expanding
14-11-2025,RELIANCE.NS,1505.5,1520.9,1505.5,1518.9,7682823,69.21,27.09,25.57,1.5207,1420.1,1367.54,Expanding
17-11-2025,RELIANCE.NS,1520.9,1523.7,1511.5,1518.3,5871416,68.93,27.21,25.89,1.3149,1423.01,1368.84,Expanding
18-11-2025,RELIANCE.NS,1521.7,1527.8,1510.5,1519.4,11045042,69.18,27.08,26.13,0.9512,1426.22,1370.23,Expanding
19-11-2025,RELIANCE.NS,1517.4,1522.3,1512.0,1518.9,5692366,68.91,26.64,26.23,0.4031,1429.09,1371.7,Drying Up
20-11-2025,RELIANCE.NS,1530.0,1550.9,1526.7,1549.1,18171724,75.23,28.39,26.66,1.7266,1432.51,1373.3,Expanding
21-11-2025,RELIANCE.NS,1541.0,1557.8,1540.1,1546.6,9615271,73.89,29.24,27.18,2.063,1435.91,1374.88,Drying Up
24-11-2025,RELIANCE.NS,1550.0,1550.0,1531.8,1535.9,18433951,68.29,28.72,27.49,1.2351,1439.09,1376.32,Drying Up
25-11-2025,RELIANCE.NS,1535.9,1559.6,1525.1,1539.7,15033482,69.18,28.29,27.65,0.6433,1442.22,1377.72,Drying Up
26-11-2025,RELIANCE.NS,1542.3,1571.6,1540.5,1569.9,14054299,75.17,30.04,28.13,1.9138,1445.72,1379.27,Drying Up
27-11-2025,RELIANCE.NS,1575.0,1575.5,1556.0,1563.4,9794643,71.93,30.55,28.61,1.9386,1449.0,1380.88,Drying Up
28-11-2025,RELIANCE.NS,1568.0,1581.3,1563.0,1567.5,8959508,72.73,30.93,29.08,1.8533,1452.24,1382.32,Drying Up
01-12-2025,RELIANCE.NS,1575.0,1577.5,1563.6,1566.1,8920233,71.98,30.76,29.41,1.3483,1455.29,1383.78,Drying Up
02-12-2025,RELIANCE.NS,1561.1,1567.5,1542.0,1546.3,11389150,62.17,28.7,29.27,-0.5707,1457.92,1385.13,Drying Up
03-12-2025,RELIANCE.NS,1545.2,1552.4,1533.0,1538.8,6090883,58.9,26.16,28.65,-2.4891,1460.54,1386.52,Drying Up
04-12-2025,RELIANCE.NS,1536.0,1560.5,1517.6,1535.6,11867930,57.51,23.62,27.64,-4.0264,1463.44,1387.95,Drying Up
05-12-2025,RELIANCE.NS,1530.4,1545.8,1520.6,1540.6,10183266,59.13,21.75,26.46,-4.7118,1466.46,1389.51,Drying Up
08-12-2025,RELIANCE.NS,1539.2,1551.0,1535.0,1543.0,11301491,59.92,20.24,25.22,-4.9825,1469.66,1391.16,Drying Up
09-12-2025,RELIANCE.NS,1540.3,1542.5,1520.1,1529.4,11503971,53.59,17.73,23.72,-5.9888,1472.8,1392.75,Drying Up
10-12-2025,RELIANCE.NS,1534.0,1547.5,1531.4,1536.9,7991629,56.33,16.17,22.21,-6.0432,1475.99,1394.38,Drying Up
11-12-2025,RELIANCE.NS,1536.9,1550.0,1524.0,1545.0,4706197,59.14,15.4,20.85,-5.4461,1479.43,1396.0,Drying Up
12-12-2025,RELIANCE.NS,1550.8,1559.8,1546.1,1556.5,5106655,62.8,15.55,19.79,-4.2425,1483.28,1397.68,Drying Up
15-12-2025,RELIANCE.NS,1551.2,1558.6,1546.5,1556.2,5774543,62.64,15.46,18.92,-3.4653,1487.03,1399.35,Drying Up
16-12-2025,RELIANCE.NS,1545.0,1551.7,1538.8,1542.3,11731856,55.67,14.1,17.96,-3.8561,1490.61,1400.92,Drying Up
17-12-2025,RELIANCE.NS,1550.0,1550.0,1539.3,1544.4,7116649,56.46,13.05,16.98,-3.9286,1494.0,1402.52,Drying Up
18-12-2025,RELIANCE.NS,1535.2,1551.5,1535.2,1544.4,6580829,56.46,12.07,16.0,-3.9228,1497.19,1404.2,Drying Up
19-12-2025,RELIANCE.NS,1554.4,1574.2,1551.0,1565.1,13937275,63.81,12.82,15.36,-2.5384,1501.14,1406.03,Drying Up
22-12-2025,RELIANCE.NS,1573.5,1577.5,1565.3,1575.4,10184852,66.82,14.09,15.11,-1.0203,1505.09,1407.89,Drying Up
23-12-2025,RELIANCE.NS,1580.9,1580.9,1568.1,1570.7,7506564,64.2,14.54,14.99,-0.453,1508.87,1409.77,Drying Up
24-12-2025,RELIANCE.NS,1572.7,1575.7,1553.6,1558.2,8815745,57.72,13.73,14.74,-1.008,1512.54,1411.73,Drying Up
26-12-2025,RELIANCE.NS,1554.7,1561.0,1554.3,1559.2,2311495,58.08,13.02,14.4,-1.3737,1516.2,1413.74,Drying Up
29-12-2025,RELIANCE.NS,1554.9,1558.1,1543.6,1545.6,5972105,51.57,11.23,13.76,-2.53,1519.63,1415.61,Drying Up
30-12-2025,RELIANCE.NS,1547.0,1553.6,1537.8,1539.8,8815884,49.05,9.24,12.86,-3.6178,1522.46,1417.29,Drying Up
31-12-2025,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4,5771830,60.14,10.02,12.29,-2.2743,1525.53,1418.91,Drying Up
01-01-2026,RELIANCE.NS,1573.7,1592.5,1571.1,1575.6,6408128,61.66,10.92,12.02,-1.0933,1527.71,1420.62,Drying Up
02-01-2026,RELIANCE.NS,1580.0,1594.6,1578.2,1592.3,6602230,66.15,12.84,12.18,0.6605,1530.25,1422.37,Drying Up
05-01-2026,RELIANCE.NS,1593.0,1611.8,1575.3,1578.1,8704973,59.75,13.07,12.36,0.7078,1532.84,1424.0,Drying Up
06-01-2026,RELIANCE.NS,1569.0,1569.0,1496.3,1507.6,27417125,39.38,7.47,11.38,-3.9115,1533.96,1425.33,Drying Up
07-01-2026,RELIANCE.NS,1510.0,1520.0,1498.0,1504.2,11199340,38.69,2.73,9.65,-6.9224,1534.37,1426.68,Drying Up
08-01-2026,RELIANCE.NS,1500.0,1503.9,1468.8,1470.6,16518684,32.65,-3.7,6.98,-10.6791,1534.04,1427.82,Drying Up
09-01-2026,RELIANCE.NS,1465.0,1479.9,1465.0,1475.3,8335311,34.2,-8.31,3.92,-12.2375,1533.46,1428.88,Drying Up
12-01-2026,RELIANCE.NS,1475.3,1485.3,1451.0,1483.2,8883745,36.83,-11.21,0.9,-12.1044,1533.36,1429.94,Drying Up
13-01-2026,RELIANCE.NS,1485.0,1485.8,1444.7,1452.8,13499760,31.59,-15.77,-2.44,-13.3347,1532.68,1430.72,Drying Up
14-01-2026,RELIANCE.NS,1444.0,1467.0,1440.2,1458.8,8321764,33.6,-18.69,-5.69,-13.0016,1532.17,1431.61,Drying Up
16-01-2026,RELIANCE.NS,1458.8,1480.0,1455.1,1457.9,17167161,33.44,-20.83,-8.72,-12.1169,1531.86,1432.56,Expanding
19-01-2026,RELIANCE.NS,1450.6,1450.6,1403.3,1413.6,20392765,26.76,-25.81,-12.14,-13.6749,1530.21,1433.26,Expanding
20-01-2026,RELIANCE.NS,1410.7,1416.0,1390.0,1394.0,13189498,24.43,-30.98,-15.9,-15.0747,1528.53,1433.88,Expanding
21-01-2026,RELIANCE.NS,1389.5,1412.9,1373.0,1404.6,17352720,28.07,-33.83,-19.49,-14.3403,1526.84,1434.67,Expanding
22-01-2026,RELIANCE.NS,1410.1,1419.5,1395.0,1402.5,15721693,27.79,-35.85,-22.76,-13.0847,1525.02,1435.45,Expanding
23-01-2026,RELIANCE.NS,1401.8,1407.0,1381.0,1386.1,9837802,25.6,-38.32,-25.87,-12.4508,1522.51,1436.16,Expanding
27-01-2026,RELIANCE.NS,1380.0,1391.6,1368.0,1380.5,26302396,24.87,-40.28,-28.75,-11.5224,1519.9,1437.06,Expanding
28-01-2026,RELIANCE.NS,1385.0,1409.9,1384.9,1396.7,11121657,30.94,-40.05,-31.01,-9.0404,1517.46,1438.24,Expanding
29-01-2026,RELIANCE.NS,1402.9,1402.9,1384.0,1391.0,20846683,30.02,-39.88,-32.79,-7.0919,1514.91,1439.31,Expanding
30-01-2026,RELIANCE.NS,1382.6,1398.0,1378.5,1395.4,11239835,31.7,-38.94,-34.02,-4.9191,1512.43,1440.38,Expanding
02-02-2026,RELIANCE.NS,1340.0,1392.9,1335.5,1390.4,15711165,30.8,-38.15,-34.84,-3.3083,1509.86,1441.26,Expanding
03-02-2026,RELIANCE.NS,1473.9,1489.5,1430.2,1437.1,25456171,46.27,-33.38,-34.55,1.1727,1507.62,1442.27,Expanding
04-02-2026,RELIANCE.NS,1444.0,1464.0,1440.3,1456.8,8333387,51.22,-27.69,-33.18,5.492,1505.83,1443.38,Expanding
05-02-2026,RELIANCE.NS,1457.0,1461.5,1439.5,1443.4,11763658,47.98,-23.98,-31.34,7.3587,1503.98,1444.25,Expanding
06-02-2026,RELIANCE.NS,1441.5,1452.8,1433.5,1450.8,8277304,49.87,-20.21,-29.11,8.9009,1502.2,1445.06,Expanding
09-02-2026,RELIANCE.NS,1458.0,1465.9,1453.0,1461.6,5775864,52.57,-16.17,-26.52,10.3555,1500.03,1445.93,Expanding
10-02-2026,RELIANCE.NS,1471.0,1471.0,1452.2,1458.5,10259630,51.71,-13.06,-23.83,10.7684,1497.94,1446.75,Expanding
11-02-2026,RELIANCE.NS,1459.6,1470.0,1453.6,1468.7,7106877,54.36,-9.67,-21.0,11.3309,1495.96,1447.61,Expanding
12-02-2026,RELIANCE.NS,1470.0,1473.0,1445.5,1448.9,11135399,48.76,-8.48,-18.49,10.0173,1493.62,1448.38,Expanding
13-02-2026,RELIANCE.NS,1445.5,1450.7,1416.3,1419.6,10755693,41.89,-9.79,-16.75,6.9676,1491.08,1448.66,Expanding
16-02-2026,RELIANCE.NS,1420.1,1439.6,1409.3,1437.1,5896514,46.72,-9.3,-15.26,5.9604,1489.05,1448.88,Expanding
17-02-2026,RELIANCE.NS,1431.1,1431.8,1418.6,1423.0,10731630,43.58,-9.94,-14.2,4.256,1486.8,1449.0,Expanding
18-02-2026,RELIANCE.NS,1427.0,1442.1,1419.2,1441.3,5521096,48.43,-8.87,-13.13,4.2619,1484.81,1449.13,Expanding
19-02-2026,RELIANCE.NS,1443.0,1443.0,1400.0,1409.5,11884664,41.72,-10.47,-12.6,2.1325,1482.14,1449.05,Expanding
20-02-2026,RELIANCE.NS,1409.5,1427.4,1406.1,1419.4,8177670,44.3,-10.81,-12.24,1.4327,1479.94,1449.07,Expanding
23-02-2026,RELIANCE.NS,1425.0,1434.9,1418.3,1428.0,7758856,46.52,-10.27,-11.85,1.5795,1477.76,1449.21,Expanding
24-02-2026,RELIANCE.NS,1425.3,1433.3,1415.0,1428.8,12529409,46.74,-9.66,-11.41,1.7477,1475.44,1449.35,Drying Up
25-02-2026,RELIANCE.NS,1435.0,1440.5,1393.5,1398.5,10728792,40.21,-11.5,-11.43,-0.0681,1472.28,1449.48,Drying Up
26-02-2026,RELIANCE.NS,1398.5,1412.9,1391.9,1406.8,16683858,42.58,-12.14,-11.57,-0.5688,1469.29,1449.36,Drying Up
27-02-2026,RELIANCE.NS,1398.0,1410.4,1388.1,1393.9,12031440,39.93,-13.53,-11.96,-1.5706,1466.32,1449.28,Drying Up
02-03-2026,RELIANCE.NS,1375.5,1378.6,1341.5,1358.0,23728722,33.67,-17.33,-13.04,-4.2982,1462.59,1448.98,Drying Up
04-03-2026,RELIANCE.NS,1330.0,1352.8,1307.0,1345.0,32495007,31.73,-21.15,-14.66,-6.4932,1458.61,1448.46,Drying Up
05-03-2026,RELIANCE.NS,1353.1,1399.0,1353.1,1389.4,25957532,43.67,-20.36,-15.8,-4.5615,1455.09,1448.15,Drying Up
06-03-2026,RELIANCE.NS,1396.5,1424.3,1390.3,1404.8,19311971,47.13,-18.28,-16.3,-1.9848,1451.68,1448.0,Expanding
09-03-2026,RELIANCE.NS,1375.0,1429.4,1370.0,1424.0,24870822,51.15,-14.91,-16.02,1.1082,1448.75,1448.03,Expanding
10-03-2026,RELIANCE.NS,1430.6,1431.5,1400.6,1408.8,18071259,48.03,-13.31,-15.48,2.1647,1445.76,1447.95,Expanding
11-03-2026,RELIANCE.NS,1424.9,1434.0,1383.6,1390.2,21848087,44.46,-13.39,-15.06,1.6676,1442.38,1447.89,Expanding
12-03-2026,RELIANCE.NS,1390.0,1410.9,1381.1,1392.2,20939959,44.94,-13.14,-14.68,1.5335,1439.31,1447.74,Expanding
13-03-2026,RELIANCE.NS,1385.2,1400.8,1378.4,1380.7,17265090,42.68,-13.72,-14.49,0.769,1436.13,1447.5,Expanding
16-03-2026,RELIANCE.NS,1380.0,1397.3,1363.5,1395.1,22837802,46.32,-12.86,-14.16,1.3005,1432.62,1447.39,Expanding
17-03-2026,RELIANCE.NS,1399.0,1405.9,1388.2,1397.6,19007744,46.95,-11.84,-13.7,1.8541,1429.06,1447.34,Expanding
18-03-2026,RELIANCE.NS,1397.2,1412.9,1397.2,1408.1,9559327,49.61,-10.07,-12.97,2.8989,1425.38,1447.32,Expanding
19-03-2026,RELIANCE.NS,1388.0,1415.7,1376.1,1384.8,16498373,44.29,-10.43,-12.46,2.0331,1421.51,1447.17,Expanding
20-03-2026,RELIANCE.NS,1398.0,1430.0,1396.1,1414.4,22994918,51.42,-8.23,-11.62,3.3865,1419.65,1447.2,Expanding
23-03-2026,RELIANCE.NS,1400.0,1415.6,1391.0,1407.8,18979554,49.89,-6.94,-10.68,3.7419,1417.72,1447.24,Expanding
24-03-2026,RELIANCE.NS,1420.0,1422.4,1406.6,1411.8,18620893,50.85,-5.53,-9.65,4.1212,1416.54,1447.21,Expanding
25-03-2026,RELIANCE.NS,1420.0,1430.5,1408.4,1413.1,19041331,51.17,-4.26,-8.57,4.3139,1415.3,1447.1,Expanding
27-03-2026,RELIANCE.NS,1401.0,1404.7,1345.0,1348.1,23266517,37.7,-8.4,-8.54,0.1385,1412.6,1446.65,Expanding
30-03-2026,RELIANCE.NS,1335.0,1365.0,1334.1,1343.9,24393861,37.02,-11.88,-9.21,-2.676,1410.42,1446.15,Expanding
01-04-2026,RELIANCE.NS,1384.2,1384.4,1362.9,1369.2,14404619,43.6,-12.46,-9.86,-2.6013,1408.63,1445.83,Expanding
02-04-2026,RELIANCE.NS,1357.0,1358.2,1328.0,1350.5,21280051,40.25,-14.26,-10.74,-3.5216,1406.48,1445.37,Expanding
06-04-2026,RELIANCE.NS,1359.0,1359.0,1290.0,1304.7,29274881,33.47,-19.16,-12.42,-6.7388,1404.3,1444.71,Expanding
07-04-2026,RELIANCE.NS,1295.0,1308.3,1291.0,1304.6,28388922,33.46,-22.79,-14.5,-8.2951,1402.51,1444.13,Expanding
08-04-2026,RELIANCE.NS,1349.0,1350.6,1326.2,1347.8,21817543,43.81,-21.93,-15.98,-5.9466,1401.38,1443.7,Expanding
09-04-2026,RELIANCE.NS,1346.0,1350.0,1326.3,1330.0,20725390,40.98,-22.42,-17.27,-5.1532,1399.93,1443.23,Expanding
10-04-2026,RELIANCE.NS,1337.0,1352.3,1331.5,1350.2,19364461,45.3,-20.95,-18.01,-2.9391,1399.21,1442.86,Expanding
13-04-2026,RELIANCE.NS,1321.2,1327.6,1310.0,1315.1,28753269,39.84,-22.35,-18.87,-3.4732,1397.9,1442.29,Expanding
15-04-2026,RELIANCE.NS,1337.0,1347.0,1334.2,1344.1,15313779,45.66,-20.88,-19.28,-1.6031,1396.85,1441.71,Expanding
16-04-2026,RELIANCE.NS,1352.0,1353.8,1330.0,1343.3,30211012,45.53,-19.55,-19.33,-0.2222,1395.9,1441.17,Expanding
17-04-2026,RELIANCE.NS,1340.0,1368.4,1340.0,1365.0,13869105,49.74,-16.56,-18.78,2.216,1395.29,1440.77,Expanding
20-04-2026,RELIANCE.NS,1363.2,1373.0,1352.8,1363.3,13614733,49.42,-14.16,-17.85,3.6908,1394.75,1440.28,Expanding
21-04-2026,RELIANCE.NS,1359.0,1369.8,1350.1,1353.3,27293629,47.47,-12.92,-16.87,3.9463,1393.07,1439.6,Expanding
22-04-2026,RELIANCE.NS,1350.3,1366.0,1349.1,1362.1,9525953,49.36,-11.1,-15.71,4.6149,1391.18,1438.87,Expanding
23-04-2026,RELIANCE.NS,1346.0,1355.5,1344.0,1352.4,7779792,47.34,-10.32,-14.63,4.3163,1389.36,1438.16,Expanding
06-02-2025,TCS.NS,3968.26,4001.22,3916.21,3946.37,2284536,47.73,-9.92,-10.56,0.6375,4014.01,3929.17,Drying Up
07-02-2025,TCS.NS,3953.37,3953.37,3874.11,3894.8,1548940,42.85,-14.09,-11.26,-2.821,4010.84,3930.47,Drying Up
10-02-2025,TCS.NS,3905.05,3916.64,3880.25,3902.1,1339511,43.73,-16.61,-12.33,-4.2724,4007.7,3932.02,Drying Up
11-02-2025,TCS.NS,3884.17,3905.05,3822.88,3831.15,1810908,37.67,-24.05,-14.68,-9.3735,4002.64,3933.11,Drying Up
12-02-2025,TCS.NS,3838.45,3887.4,3808.53,3818.2,1678002,36.67,-30.64,-17.87,-12.7721,3996.35,3934.29,Drying Up
13-02-2025,TCS.NS,3835.45,3851.35,3771.9,3779.53,2277310,33.79,-38.54,-22.0,-16.5373,3987.2,3935.04,Drying Up
14-02-2025,TCS.NS,3793.89,3816.12,3769.72,3803.41,1681975,37.08,-42.39,-26.08,-16.3061,3978.88,3936.14,Drying Up
17-02-2025,TCS.NS,3727.67,3802.59,3727.38,3774.07,1799806,34.79,-47.26,-30.32,-16.9408,3969.85,3936.89,Drying Up
18-02-2025,TCS.NS,3768.18,3793.31,3735.41,3743.82,2149879,32.56,-52.95,-34.84,-18.105,3960.58,3937.59,Drying Up
19-02-2025,TCS.NS,3742.85,3745.51,3642.28,3657.69,4366672,27.22,-63.67,-40.61,-23.0641,3949.69,3937.49,Drying Up
20-02-2025,TCS.NS,3635.85,3661.46,3625.99,3653.15,2888572,26.97,-71.71,-46.83,-24.883,3938.19,3937.1,Drying Up
21-02-2025,TCS.NS,3649.96,3689.49,3648.9,3659.53,1833931,27.97,-76.68,-52.8,-23.8846,3926.45,3936.75,Drying Up
24-02-2025,TCS.NS,3618.11,3637.49,3547.41,3552.82,2508516,22.41,-88.22,-59.88,-28.3355,3913.7,3935.94,Drying Up
25-02-2025,TCS.NS,3503.91,3535.81,3500.28,3508.31,4101954,20.57,-99.8,-67.87,-31.9346,3901.7,3935.23,Drying Up
27-02-2025,TCS.NS,3491.05,3516.47,3480.42,3491.87,3823856,19.92,-109.05,-76.1,-32.9462,3889.0,3934.18,Drying Up
28-02-2025,TCS.NS,3465.2,3479.74,3341.52,3366.89,7085018,15.83,-125.02,-85.89,-39.1354,3875.25,3932.72,Expanding
03-03-2025,TCS.NS,3368.58,3405.56,3360.03,3376.37,4990439,17.22,-135.36,-95.78,-39.5756,3863.61,3931.4,Expanding
04-03-2025,TCS.NS,3357.95,3432.38,3348.58,3414.06,2797737,22.68,-138.9,-104.41,-34.4979,3852.96,3930.05,Expanding
05-03-2025,TCS.NS,3403.24,3480.08,3403.24,3428.56,2501894,24.74,-138.94,-111.31,-27.6297,3842.19,3929.08,Expanding
06-03-2025,TCS.NS,3438.18,3488.88,3417.98,3481.29,2786513,31.85,-133.18,-115.69,-17.4967,3832.67,3928.45,Expanding
07-03-2025,TCS.NS,3479.74,3503.91,3455.0,3490.57,2051315,33.04,-126.41,-117.83,-8.5814,3823.43,3927.8,Expanding
10-03-2025,TCS.NS,3486.03,3501.1,3462.92,3469.74,1004626,31.7,-121.33,-118.53,-2.7987,3813.88,3926.76,Expanding
11-03-2025,TCS.NS,3439.15,3468.87,3419.48,3455.87,1995450,30.8,-117.07,-118.24,1.168,3805.26,3925.86,Expanding
12-03-2025,TCS.NS,3445.91,3450.02,3370.37,3389.08,3174167,26.84,-117.73,-118.14,0.4084,3794.98,3924.63,Expanding
13-03-2025,TCS.NS,3385.31,3406.57,3367.71,3393.76,1693004,27.55,-116.53,-117.82,1.2872,3783.59,3923.46,Expanding
17-03-2025,TCS.NS,3372.45,3412.52,3361.19,3380.86,2690906,26.78,-115.29,-117.31,2.0211,3773.38,3922.4,Expanding
19-03-2025,TCS.NS,3428.51,3428.51,3347.08,3380.28,3051244,26.75,-113.05,-116.46,3.4076,3763.25,3921.66,Expanding
20-03-2025,TCS.NS,3394.68,3459.4,3394.68,3444.12,2845192,36.78,-104.92,-114.15,9.2341,3755.67,3921.54,Expanding
21-03-2025,TCS.NS,3358.92,3495.45,3349.25,3458.57,4161925,38.82,-96.19,-110.56,14.3649,3746.85,3921.35,Expanding
24-03-2025,TCS.NS,3479.74,3527.83,3447.46,3507.73,1834751,45.3,-84.34,-105.32,20.9724,3740.34,3921.34,Expanding
25-03-2025,TCS.NS,3523.24,3586.07,3516.47,3535.56,3135390,48.62,-71.88,-98.63,26.7512,3730.07,3921.32,Expanding
26-03-2025,TCS.NS,3525.9,3557.55,3504.73,3514.35,1734499,46.31,-62.98,-91.5,28.5161,3718.9,3920.8,Expanding
27-03-2025,TCS.NS,3494.1,3540.64,3489.89,3529.23,2528474,48.17,-54.11,-84.02,29.9115,3709.13,3920.05,Expanding
28-03-2025,TCS.NS,3529.04,3538.66,3471.91,3485.69,2051919,43.44,-50.02,-77.22,27.2052,3698.18,3919.26,Expanding
01-04-2025,TCS.NS,3453.35,3464.28,3407.25,3432.19,2618493,38.44,-50.51,-71.88,21.3725,3686.98,3918.23,Expanding
02-04-2025,TCS.NS,3425.61,3445.04,3412.13,3425.57,1764313,37.86,-50.84,-67.67,16.829,3675.76,3917.26,Expanding
03-04-2025,TCS.NS,3374.38,3385.02,3282.7,3289.47,4537821,28.37,-61.38,-66.41,5.0307,3662.72,3915.39,Expanding
04-04-2025,TCS.NS,3250.27,3286.09,3185.41,3189.18,5317367,23.67,-76.94,-68.52,-8.4225,3648.48,3913.23,Expanding
07-04-2025,TCS.NS,2996.45,3181.45,2953.96,3164.68,6623955,22.68,-90.21,-72.86,-17.3522,3631.42,3911.04,Expanding
08-04-2025,TCS.NS,3191.75,3237.13,3146.56,3182.95,5557558,25.19,-98.12,-77.91,-20.2095,3614.94,3909.0,Expanding
09-04-2025,TCS.NS,3151.63,3160.77,3104.75,3138.15,2990265,23.2,-106.77,-83.68,-23.0898,3597.43,3906.8,Expanding
11-04-2025,TCS.NS,3179.66,3188.75,3098.9,3123.55,7108961,22.57,-113.5,-89.64,-23.8533,3581.31,3904.42,Expanding
15-04-2025,TCS.NS,3203.68,3203.68,3130.42,3139.69,3512160,24.98,-116.19,-94.95,-21.234,3566.0,3902.09,Expanding
16-04-2025,TCS.NS,3139.69,3168.6,3121.14,3164.44,2384391,28.65,-115.0,-98.96,-16.0343,3550.03,3899.78,Expanding
17-04-2025,TCS.NS,3137.08,3193.24,3110.5,3188.7,2932346,32.15,-110.82,-101.33,-9.4842,3534.54,3897.51,Expanding
21-04-2025,TCS.NS,3180.2,3241.96,3174.4,3210.64,2432946,35.25,-104.53,-101.97,-2.5574,3519.25,3894.99,Expanding
22-04-2025,TCS.NS,3211.61,3222.53,3184.93,3203.68,2710498,34.71,-98.97,-101.37,2.4038,3504.59,3892.56,Expanding
23-04-2025,TCS.NS,3252.59,3306.63,3225.82,3298.99,3543923,46.75,-85.88,-98.27,12.3937,3491.91,3890.27,Expanding
24-04-2025,TCS.NS,3287.49,3298.51,3274.53,3287.97,2252175,45.7,-75.52,-93.72,18.1983,3478.27,3887.73,Expanding
25-04-2025,TCS.NS,3305.76,3361.63,3291.26,3332.82,2742991,50.57,-62.97,-87.57,24.5991,3465.84,3885.67,Expanding
28-04-2025,TCS.NS,3320.25,3342.29,3291.26,3328.47,1593296,50.1,-52.77,-80.61,27.8423,3453.48,3883.32,Expanding
29-04-2025,TCS.NS,3339.59,3378.25,3315.81,3356.5,1578332,53.12,-41.94,-72.88,30.9394,3442.72,3881.15,Expanding
30-04-2025,TCS.NS,3356.02,3392.65,3253.56,3338.33,2809332,50.96,-34.42,-65.19,30.7634,3431.44,3878.99,Expanding
02-05-2025,TCS.NS,3356.02,3374.87,3305.76,3316.39,1721761,48.41,-29.89,-58.13,28.2344,3421.15,3876.74,Expanding
05-05-2025,TCS.NS,3334.75,3387.43,3331.27,3338.91,1284443,51.12,-24.21,-51.34,27.1364,3411.56,3874.98,Expanding
06-05-2025,TCS.NS,3344.42,3356.99,3322.19,3344.42,1324763,51.78,-19.04,-44.88,25.8454,3402.86,3873.17,Expanding
07-05-2025,TCS.NS,3306.34,3343.94,3306.34,3330.02,1477128,49.87,-15.92,-39.09,23.1714,3393.39,3870.05,Expanding
08-05-2025,TCS.NS,3332.82,3360.85,3314.17,3333.69,2543591,50.38,-13.0,-33.87,20.8716,3384.58,3867.03,Drying Up
09-05-2025,TCS.NS,3285.46,3331.08,3284.59,3325.38,2531757,49.17,-11.23,-29.34,18.1142,3376.21,3863.92,Drying Up
12-05-2025,TCS.NS,3387.92,3509.22,3385.21,3499.46,2228678,66.97,4.17,-22.64,26.8135,3373.05,3861.04,Drying Up
13-05-2025,TCS.NS,3499.46,3501.97,3393.23,3397.58,3062887,54.86,8.07,-16.5,24.5652,3367.94,3857.66,Drying Up
14-05-2025,TCS.NS,3403.38,3442.05,3391.4,3430.16,2119499,57.51,13.62,-10.47,24.0975,3363.35,3854.51,Drying Up
15-05-2025,TCS.NS,3444.95,3479.74,3396.71,3460.31,3548330,59.85,20.23,-4.33,24.5612,3361.5,3851.44,Drying Up
16-05-2025,TCS.NS,3473.85,3473.85,3427.64,3442.34,1666727,57.8,23.74,1.28,22.4564,3360.18,3848.27,Drying Up
19-05-2025,TCS.NS,3431.41,3431.41,3386.66,3401.26,2537377,53.31,22.94,5.61,17.3267,3358.37,3844.81,Drying Up
20-05-2025,TCS.NS,3413.82,3439.15,3377.28,3381.44,2038374,51.25,20.47,8.58,11.8875,3358.66,3840.95,Drying Up
21-05-2025,TCS.NS,3390.82,3418.85,3381.44,3408.02,1440153,53.83,20.42,10.95,9.4732,3359.29,3837.25,Drying Up
22-05-2025,TCS.NS,3378.25,3380.96,3336.01,3360.85,2034383,48.88,16.39,12.04,4.3533,3358.23,3833.39,Drying Up
23-05-2025,TCS.NS,3360.85,3416.91,3349.83,3397.2,1274331,52.5,15.95,12.82,3.1256,3357.6,3829.61,Drying Up
26-05-2025,TCS.NS,3403.38,3426.58,3392.85,3419.14,967470,54.6,17.17,13.69,3.4757,3356.36,3825.89,Drying Up
27-05-2025,TCS.NS,3414.01,3421.75,3366.75,3381.83,2467680,50.52,14.95,13.94,1.007,3354.18,3822.52,Drying Up
28-05-2025,TCS.NS,3402.42,3411.11,3376.32,3380.86,1222933,50.41,12.96,13.75,-0.7819,3352.41,3819.76,Drying Up
29-05-2025,TCS.NS,3387.63,3414.5,3370.03,3381.25,3188072,50.46,11.29,13.26,-1.9628,3350.91,3816.92,Drying Up
30-05-2025,TCS.NS,3373.42,3389.56,3337.75,3347.71,3404365,46.56,7.18,12.04,-4.8615,3350.09,3813.77,Drying Up
